,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
4941,Scott Hill,M,Raw,37.5,88.3,260.0,267.5,177.5
4942,Spencer Herrick,M,Single-ply,16.5,133.85,237.5,272.5,145.0
4943,Scott Dobbins,M,Single-ply,24.5,119.37,392.5,307.5,287.5
4944,Pete Pele,M,Wraps,29.0,136.6,285.0,305.0,170.0
4945,Barrett Young,M,Raw,32.5,131.8,207.5,250.0,145.0
4946,Shayna Dence,F,Wraps,33.0,74.03,124.74,129.27,61.23
4947,Mike Pascarella,M,Raw,51.0,121.9,242.5,262.5,155.0
4948,Gabrielle Lentz,F,Wraps,27.0,79.8,92.5,135.0,50.0
4949,Jiri Psota,M,Raw,52.5,103.22,220.0,235.0,157.5
4950,Dmitriy Teplyakov,M,Wraps,42.0,72.8,205.0,232.5,142.5
4951,Chau Robbins,F,Wraps,23.0,59.4,102.5,142.5,62.5
4952,Jon Idelson,M,Wraps,30.0,99.7,263.08,276.69,165.56
4953,Anna Haney,F,Raw,68.0,80.35,115.0,125.0,63.5
4954,Jurgis Zalans,M,Raw,40.5,82.35,207.5,220.0,110.0
4955,Dan Alger,M,Raw,24.5,100.02,242.5,265.0,170.0
4957,Véronique Gaillard,F,Single-ply,49.5,52.6,102.5,97.5,52.5
4958,Michael Wheeler,M,Raw,36.0,80.2,167.5,227.5,122.5
4959,Jordan Grahm,M,Raw,27.0,107.95,187.5,212.5,125.0
4960,Dave White,M,Raw,24.5,81.6,215.0,265.0,170.0
4961,Natash McCann,F,Raw,23.5,69.7,85.0,120.0,50.0
4962,Luke Fortin,M,Raw,23.0,74.2,172.5,222.5,107.5
4963,Bernardo Separa,M,Raw,46.0,74.7,172.5,185.0,140.0
4964,Thomas Matlock,M,Wraps,64.0,109.8,192.5,210.5,100.0
4965,Bradley Stafford,M,Raw,25.5,91.9,177.5,195.0,100.0
4966,Greg Ripley,M,Wraps,56.0,80.75,183.0,102.5,133.0
4967,Tarik Lihic,M,Wraps,23.0,104.01,244.94,226.8,145.15
4968,Adriana Moreno Mena,F,Raw,39.5,51.36,117.5,120.0,60.0
4969,Martin Borgland Rønning,M,Raw,31.5,166.6,335.0,302.5,245.0
4970,Sharon Brooks,F,Wraps,51.0,73.03,95.0,115.0,52.5
4971,Ryan Barit,M,Raw,21.0,74.8,175.0,217.5,112.5
4972,Ericson Torralba,M,Raw,19.0,78.34,215.0,235.0,127.5
4973,Paul Cullen,M,Raw,26.5,102.65,245.0,285.0,155.0
4974,Jackie Blasbery,F,Raw,49.5,83.95,130.0,165.0,82.5
4975,McKenna Kozina,F,Raw,17.0,47.3,102.5,110.0,60.0
4976,Jeff Hanselman,M,Raw,27.5,82.5,252.5,297.5,150.0
4977,Rob Mitchell,M,Wraps,27.0,103.9,237.5,272.5,155.0
4978,Caitlin Dundas,F,Raw,16.5,61.5,85.0,100.0,47.5
4979,Susan Chambers,F,Raw,27.5,77.8,137.5,187.5,72.5
4980,Tom Knapp,M,Raw,20.0,86.82,200.0,210.0,112.5
4981,Prin Harinsuta,M,Raw,18.0,99.5,190.0,222.5,132.5
4982,Joseph Solis,M,Wraps,29.0,98.5,242.5,272.5,145.0
4984,Raimo Sandelin,M,Raw,73.5,120.55,100.0,167.5,100.0
4985,James Eggers,M,Single-ply,20.0,74.4,177.5,202.5,127.5
4986,Matthew West,M,Wraps,42.0,118.75,195.0,235.0,135.0
4987,Nicole Romine,F,Raw,35.5,74.7,107.5,175.0,57.5
4988,James Strickland,M,Raw,36.0,131.9,272.5,272.5,280.0
4989,Tim O'Brien,M,Wraps,49.0,73.44,185.0,200.0,122.5
4991,Michael Pennington,M,Raw,51.0,89.63,170.0,247.5,122.5
4992,Nicholas Boyce,M,Raw,32.0,75.0,227.5,237.5,137.5
4993,Ryan Fekrat,M,Raw,14.0,64.5,95.0,147.5,60.0
4994,Robert Barron,M,Raw,31.5,91.8,215.0,255.0,142.5
4995,Antonio Machuca,M,Raw,36.0,96.3,242.5,312.5,175.0
4996,Amanda Neidlinger,F,Wraps,36.0,58.51,145.15,158.76,70.31
4997,Bradley Heinss,M,Raw,33.0,98.79,245.0,265.0,160.0
4998,Brandon Toranzo,M,Wraps,11.0,67.3,122.5,122.5,52.5
4999,Tasha Whelan,F,Wraps,32.0,65.1,177.5,205.0,95.0
5000,Franco Cornejo,M,Single-ply,17.5,104.3,180.0,200.0,170.0
5001,Catherine Greif,F,Raw,29.5,69.4,105.0,107.5,47.5
5002,Sam Wurtz,M,Raw,19.0,73.6,160.0,182.5,100.0
5003,Daniel John Alacar,M,Raw,24.5,92.9,190.0,197.5,142.5
5005,Deren Somsanith,M,Raw,30.0,73.8,162.5,195.0,115.0
5006,John Roberts,M,Raw,25.0,107.32,155.0,217.5,125.0
5007,Katherine Birrer,F,Wraps,30.0,82.5,160.0,172.5,85.0
5008,Mickey Gifford,M,Single-ply,51.0,95.6,207.5,212.5,165.0
5009,Joseph Chavez,M,Raw,21.0,106.8,210.0,227.5,145.0
5010,Joshua Gluhak,M,Raw,26.5,91.0,225.0,250.0,142.5
5011,Shane Darrow,M,Raw,25.0,81.5,197.5,275.0,130.0
5012,Achidi Ndiforchu,M,Raw,32.5,85.6,200.0,267.5,117.5
5013,Jennifer Gimmell,F,Multi-ply,34.0,89.4,220.0,175.0,132.5
5014,Zane Neemia,M,Raw,16.5,107.3,190.0,205.0,107.5
5015,Cody Civiletto,M,Raw,23.5,80.7,177.5,225.0,110.0
5016,Gary Beerbower,M,Wraps,25.0,98.95,250.0,312.5,167.5
5017,Tom Lewis,M,Raw,28.5,104.0,210.0,262.5,140.0
5018,Alejandro Ruiz,M,Single-ply,15.0,107.4,187.5,222.5,142.5
5019,Jory Haken,M,Wraps,29.0,106.96,185.0,227.5,107.5
5020,Norhaida Yusof,F,Raw,30.5,77.5,140.0,167.5,65.0
5021,Jessica Martinez,F,Wraps,41.0,76.57,102.06,113.4,52.16
5022,David Jasiulewicz,M,Multi-ply,27.0,118.84,317.51,376.48,231.33
5023,Gabriela Valdez,F,Raw,25.0,80.24,110.0,150.0,55.0
5024,Jeremy Steingrebe,M,Wraps,39.0,84.3,167.5,192.5,115.0
5026,Joni Mach,F,Single-ply,50.5,62.0,140.0,137.5,77.5
5027,Melissa Avanesian,F,Raw,25.0,67.45,110.0,152.5,57.5
5028,Emerson Knoebel,M,Raw,20.0,74.7,190.0,220.0,112.5
5029,Justin Randal,M,Multi-ply,30.0,109.09,397.5,270.0,330.0
5030,Minh Hoang,M,Raw,29.0,65.6,182.5,200.0,95.0
5031,Melissa Mueller,F,Raw,33.5,77.3,112.5,140.0,65.0
5032,Roberto Baquedano Briones,M,Raw,22.5,65.2,182.5,225.0,122.5
5033,Bryan Boulden,M,Raw,20.5,112.0,227.5,267.5,162.5
5034,Darren Neves,M,Single-ply,35.5,101.15,300.0,260.0,185.0
5035,Anthony Luca,M,Raw,19.5,71.5,140.0,205.0,90.0
5036,Michael Valk Karl,M,Raw,21.5,72.4,155.0,200.0,110.0
5037,Lars Little,M,Raw,21.5,95.1,187.5,232.5,132.5
5038,Yana Sim,F,Raw,31.5,103.2,145.0,157.5,67.5
5039,Terry O'Neal,M,Wraps,56.0,105.4,192.5,190.0,122.5
5040,Brady Curtin,M,Wraps,20.0,81.7,172.5,195.0,102.5
5041,Alexis Barkl,F,Single-ply,22.5,62.7,125.0,132.5,57.5
5042,Kelly Branton,M,Raw,29.5,159.18,410.0,322.5,252.5
5043,Angelina Hong,F,Raw,21.5,46.8,80.0,117.5,87.5
5044,Hannah Hapner,F,Raw,18.5,79.6,72.5,105.0,52.5
5045,Egor Klem,M,Wraps,17.0,61.5,165.0,195.0,115.0
5046,Lian Hoffman,F,Raw,27.0,79.8,165.0,197.5,100.0
5047,Vladislav Chornyi,M,Single-ply,19.5,73.64,285.0,270.0,165.0
5048,Klaudia Rusztyn,F,Raw,22.5,51.7,110.0,145.0,60.0
5049,Audria Butler,F,Raw,38.5,69.5,145.0,155.0,92.5
5050,Machaela Exner,F,Raw,15.5,60.59,120.0,125.0,70.0
5051,Alex Fitzowich,M,Raw,23.5,92.8,200.0,230.0,142.5
5052,Blake Kolberg,M,Wraps,23.0,80.2,202.5,240.0,162.5
5053,Victor Samoylov,M,Raw,26.0,112.6,265.0,290.0,197.5
5054,Sarah Dooley,F,Raw,36.0,66.6,97.5,137.5,55.0
5055,Harley Grey,M,Raw,32.5,80.35,130.0,190.0,100.0
5056,Lee Tevaughn,M,Multi-ply,19.0,144.8,350.0,285.0,205.0
5057,Martha Salaya,F,Single-ply,17.5,56.34,170.0,167.5,87.5
5058,Grant Pullin,M,Multi-ply,24.0,123.74,369.68,335.66,254.01
5059,Michael Soya,M,Raw,24.5,92.18,247.5,250.0,175.0
5060,Kathleen Drerup,F,Raw,25.0,103.4,115.0,140.0,55.0
5061,Matt Fryfogle,M,Wraps,31.0,129.5,301.64,294.84,219.99
5062,Nick Johnson,M,Wraps,29.0,98.9,207.5,250.0,117.5
5063,Drew Naghibzad,M,Raw,25.0,99.9,215.0,287.5,165.0
5064,Isabella Rosquist,F,Single-ply,17.5,71.53,150.0,162.5,87.5
5065,Tarah Vongbouthdy,F,Raw,29.0,66.0,112.5,132.5,60.0
5066,Jose Maria Acevedo,M,Wraps,33.0,80.5,220.0,280.0,145.0
5067,Lawrence McElhaney,M,Multi-ply,19.0,93.53,187.5,167.5,120.0
5068,Michele Oller,F,Raw,31.5,62.1,127.5,140.0,75.0
5069,Samantha Vickers,F,Raw,31.0,69.9,112.5,142.5,67.5
5070,Daniel Velasquez,M,Raw,28.0,79.7,200.0,240.0,115.0
5071,Nicole Vanderklis,F,Single-ply,15.5,43.82,63.5,72.6,27.2
5072,Zachary Humphries,M,Raw,21.0,99.1,235.0,245.0,132.5
5073,Daniel Frew,M,Raw,25.5,94.05,172.5,170.0,107.5
5074,Paul Sorenson,M,Wraps,22.0,117.6,215.0,255.0,120.0
5075,Andra Irons,F,Raw,32.0,59.5,107.5,150.0,55.0
5076,Kim-Raino Roelvaag,M,Single-ply,24.5,72.95,270.0,237.5,207.5
5077,Alexey Kuzmin,M,Raw,34.5,82.58,277.5,322.5,187.5
5078,Colin Kopel,M,Raw,31.5,102.1,167.5,185.0,132.5
5079,Jenny Tu,F,Raw,23.0,59.87,162.5,167.5,80.0
5080,Deren Somsanith,M,Raw,29.0,72.6,152.5,192.5,115.0
5081,Andrew Hill,M,Wraps,28.0,107.68,307.5,307.5,202.5
5082,Andrew Lopez,M,Raw,18.5,90.6,25.0,65.0,25.0
5083,Kim Boatman,F,Wraps,49.0,73.03,115.67,129.27,56.7
5084,Taelor Baetz,F,Raw,19.0,59.8,82.5,120.0,47.5
5085,Alec Lewis,M,Raw,21.5,112.9,172.5,222.5,122.5
5086,Charity Etheredge,F,Raw,27.5,101.1,167.5,177.5,85.0
5087,Nicole Duffield,F,Raw,22.0,76.0,120.0,140.0,75.0
5088,Ethen Norton,M,Single-ply,33.0,110.0,240.0,287.5,207.5
5089,David Utermahlen,M,Wraps,45.0,131.18,188.24,192.78,122.47
5090,Gary Panttila Sr,M,Wraps,61.0,90.7,107.5,160.0,55.0
5091,James Cho,M,Raw,22.0,81.3,192.5,215.0,125.0
5092,Shane Langston,M,Wraps,32.0,99.79,263.08,301.64,185.97
5093,Nicholas Forte,M,Wraps,22.0,97.9,265.0,267.5,207.5
5094,Cryssa Dragon,F,Single-ply,27.0,74.7,197.5,195.0,112.5
5095,Jerry Tremblay,M,Raw,50.0,108.95,232.5,255.0,160.0
5096,Jeremy Collum,M,Wraps,36.0,139.7,250.0,237.5,150.0
5097,Adam Daldry,M,Raw,28.0,136.7,270.0,285.0,180.0
5098,Michael Shealy,M,Wraps,65.0,99.6,185.0,187.5,132.5
5099,Blake Heppell,M,Raw,26.5,90.65,200.0,220.0,110.0
5100,Estefania Chavez,F,Raw,25.0,65.3,122.5,155.0,62.5
5101,Noor Sheriff,M,Raw,20.0,89.7,220.0,272.5,137.5
5102,Elisha Santucci,F,Wraps,22.0,65.77,102.06,106.59,58.97
5103,Joseph Olmeda,M,Raw,25.0,83.3,202.5,250.0,140.0
5104,Claire Victor,F,Wraps,20.0,82.0,160.0,172.5,72.5
5105,Johnny Wilson,M,Wraps,36.0,106.7,212.5,277.5,157.5
5106,Cliff Williams,M,Single-ply,38.5,130.3,155.0,200.0,190.0
5107,Aleksandr Shmonin,M,Wraps,31.0,98.2,280.0,270.0,170.0
5108,Matt McAnulty,M,Raw,17.0,72.2,137.5,182.5,102.5
5109,Zoe Lee Baker,F,Wraps,28.0,74.6,190.0,195.0,97.5
5110,Ashli Guillory,F,Raw,35.0,48.4,82.5,100.0,47.5
5111,Olli Lehti,M,Raw,21.5,91.95,260.0,260.0,147.5
5112,Daniel Rosales,M,Raw,17.5,72.6,152.5,162.5,100.0
5113,Frank Zou,M,Raw,17.5,64.8,165.0,210.0,110.0
5114,Samantha Neak,F,Raw,22.5,84.0,135.0,132.5,55.0
5115,Sarah Drohan,F,Raw,24.5,61.2,77.5,105.0,40.0
5116,Andrew Ha,M,Raw,19.0,71.8,167.5,230.0,102.5
5117,Coadiey Bryan,M,Raw,19.0,69.0,110.0,172.5,82.5
5118,Jacob Atkinson,M,Raw,23.0,104.5,155.0,190.0,105.0
5119,Igor Melnik,M,Raw,34.0,78.8,142.5,175.0,115.0
5120,Michael Topor,M,Raw,29.0,88.6,167.5,240.0,110.0
5121,Miguel Baula,M,Raw,27.0,87.9,160.0,197.5,117.5
5122,Gunnar Bolf,M,Raw,23.5,80.5,210.0,242.5,105.0
5123,Jonathan Jazwinski,M,Raw,37.0,81.0,200.0,255.5,145.0
5124,Steve Diel,M,Multi-ply,43.0,117.5,370.0,285.0,322.5
5125,Phillip Krieger,M,Raw,40.0,87.2,170.0,202.5,135.0
5126,Bruce Ball,M,Single-ply,33.0,89.36,130.0,182.5,140.0
5127,Josh Hyaduck,M,Raw,28.5,73.66,222.5,265.0,152.5
5128,Rich Tsutsui,M,Raw,67.0,82.42,125.0,120.0,82.5
5129,Brittany Avers,F,Raw,23.0,55.1,80.0,120.0,47.5
5130,Abraham Ramirez,M,Wraps,26.0,135.3,245.0,317.5,207.5
5131,Steve Lorenz,M,Raw,46.0,97.4,120.0,135.0,90.0
5132,James Hamburguer Jr,M,Wraps,14.0,118.0,180.0,160.0,102.5
5133,Karl Di Falco,M,Raw,25.5,73.45,230.0,252.5,135.0
5134,Armin Sadikovic,M,Raw,20.5,105.4,187.5,232.5,130.0
5135,Bill Sermeno,M,Raw,34.0,94.4,245.0,250.0,127.5
5136,Michael Barbuto,M,Raw,23.5,65.15,200.0,225.0,137.5
5137,Jake Lopez,M,Raw,24.5,64.6,172.5,217.5,95.0
5138,Danielle Crain,F,Raw,29.5,107.66,100.0,142.5,67.5
5139,Jessica Belt,F,Raw,30.0,66.54,155.0,185.0,85.0
5140,Jake Oakenfull,M,Wraps,26.0,94.2,260.0,280.0,180.0
5141,Larry Maile,M,Single-ply,45.0,82.3,265.0,265.0,197.5
5142,Joshua Del Rosario,M,Raw,23.0,67.0,162.5,197.5,102.5
5143,Rich Blaumuller,M,Raw,55.0,66.24,90.0,120.0,75.0
5144,Marina Mcmorrow,F,Raw,23.0,56.9,57.5,82.5,42.5
5145,Vincent Din,M,Raw,26.0,109.13,280.0,317.5,215.0
5146,Dennis Fix,M,Raw,18.0,81.9,157.5,162.5,105.0
5147,Daniel Inbakaran,M,Raw,26.5,70.2,155.0,185.0,110.0
5148,Aileen Abad,F,Raw,43.5,63.0,95.0,115.0,52.5
5149,Alan Tepper,M,Raw,70.5,82.3,155.0,202.5,112.5
5150,Amanda Westfall-McCarty,F,Wraps,39.0,88.6,80.0,120.0,52.5
5151,Mike Quinn,M,Raw,32.5,65.1,147.5,190.0,87.5
5152,Ray Juan Horton,M,Raw,29.0,104.5,227.5,267.5,167.5
5153,Michael Bartz,M,Raw,15.5,74.3,185.0,195.0,102.5
5154,Han Pin Yeoh,M,Raw,26.5,72.2,185.0,192.5,130.0
5155,Bryan Berry,M,Raw,42.0,89.13,137.5,197.5,117.5
5156,Jaclyn Do,F,Raw,28.0,48.4,122.5,137.5,55.0
5157,Alexis Rainey,F,Raw,26.5,71.1,127.5,130.0,65.0
5158,Ed Kinsey,M,Multi-ply,30.0,96.34,337.5,277.5,240.0
5159,Genesis Frazar,F,Single-ply,21.5,71.5,182.5,185.0,92.5
5160,Everett Cutburth,M,Single-ply,64.0,95.16,137.5,155.0,107.5
5161,Jasdeep Uppal,M,Raw,20.0,87.7,195.0,220.0,125.0
5162,Amanda Alcala,F,Raw,18.5,39.54,30.0,65.0,27.5
5163,Corey Lane,M,Raw,27.0,94.0,187.5,240.0,97.5
5164,Danny Fernandez,M,Wraps,28.0,88.0,162.5,207.5,112.5
5165,Suzanne Prusnek,F,Wraps,58.0,71.8,142.5,192.5,90.0
5166,Randy Owen,M,Wraps,27.5,108.23,258.55,294.84,154.22
5167,Cole Montague,M,Raw,34.5,101.4,152.5,187.5,87.5
5168,Volodymyr Svistunov,M,Single-ply,27.5,163.0,452.5,320.0,347.5
5169,Bryana Washington,F,Raw,15.5,74.8,120.0,135.0,67.5
5170,Mike Swierczynski,M,Wraps,55.5,106.87,269.89,206.38,176.9
5171,Cody Giampa,M,Single-ply,26.5,119.1,380.0,320.0,290.0
5172,Lucila McMahon,F,Wraps,75.0,46.76,52.5,82.5,35.0
5173,Caitlin Chicoli,F,Raw,27.5,77.7,117.5,120.0,52.5
5174,Rie Teruya,F,Single-ply,32.5,73.8,175.0,147.5,140.0
5175,Paulina Velarde,F,Raw,23.0,78.9,60.0,107.5,37.5
5176,Adam Bruetsch,M,Raw,31.5,105.0,215.0,272.5,137.5
5177,Margarita Zwisler,F,Raw,24.5,78.8,127.5,132.5,55.0
5178,Henrry Barrios,M,Wraps,25.0,74.1,170.0,170.0,110.0
5179,Rick Bertel,M,Single-ply,48.0,81.28,230.0,227.5,137.5
5180,William Busby,M,Raw,65.0,86.8,150.0,192.5,115.0
5181,Kirby Anderson,M,Multi-ply,80.0,65.0,120.0,105.0,80.0
5182,Tanner Underberg,M,Single-ply,16.5,55.11,142.9,161.0,74.8
5183,Trent Wells,M,Single-ply,17.5,95.3,230.0,230.0,130.0
5184,Lukas Degen,M,Raw,25.5,73.28,200.0,222.5,122.5
5185,Elisabeth Lis Sanders,F,Raw,33.0,70.8,132.5,160.0,65.0
5186,Justin Manning,M,Wraps,29.0,88.0,226.8,272.16,120.2
5187,Faith Knight,F,Raw,18.0,67.1,77.5,112.5,42.5
5188,Jakob Herlitz,M,Raw,19.5,79.4,200.0,210.0,127.5
5189,Jennifer Spafford,F,Raw,31.0,65.6,102.5,137.5,62.5
5190,Josh Sanderson,M,Wraps,21.0,119.98,295.0,290.0,152.5
5191,Keith Kanemoto,M,Single-ply,54.0,86.45,262.5,247.5,187.5
5192,Brandon Roseborough,M,Raw,19.5,65.1,150.0,180.0,110.0
5193,Brian Pacheco,M,Single-ply,36.0,80.74,227.5,212.5,182.5
5194,Germent Chi,M,Raw,30.0,77.52,155.0,200.0,102.5
5195,Stan Vespie,M,Wraps,34.0,158.62,249.48,272.16,183.7
5196,Andy Gov,M,Raw,21.5,64.5,160.0,207.5,102.5
5197,Rich Edinger,M,Raw,40.0,124.34,242.5,275.0,147.5
5198,Quynne Eharis,F,Raw,22.0,92.0,125.0,145.0,62.5
5199,Jacob Thompson,M,Raw,35.0,122.4,235.0,262.5,132.5
5200,Alfonso Tinajero,M,Raw,16.0,64.2,132.5,137.5,90.0
5201,LuCristy Reynolds,F,Raw,42.0,83.8,55.0,147.5,62.5
5202,Krystal Santaniello,F,Wraps,26.0,58.65,122.5,132.5,67.5
5203,Eric Leland,M,Single-ply,50.0,97.2,217.5,257.5,132.5
5204,Daniel Lee,M,Raw,42.5,85.4,180.0,175.0,82.5
5205,James Lepore,M,Wraps,18.5,123.47,219.99,256.28,145.15
5206,Elijah Cademartori,M,Raw,23.5,91.7,185.0,217.5,140.0
5207,David Jacobs,M,Raw,33.5,101.2,182.5,215.0,112.5
5208,Talon Romero,M,Raw,18.5,51.9,125.0,175.0,92.5
5209,Alan Guy,M,Raw,25.5,81.65,162.5,175.0,95.0
5210,Andrew Hagen,M,Wraps,41.0,97.4,192.5,250.0,115.0
5211,Christopher McCrackin,M,Raw,18.5,80.7,200.0,237.5,157.5
5212,Carlos Santoliquido,M,Raw,38.5,104.3,270.0,287.5,182.5
5214,Kristi Southerland,F,Raw,29.0,72.7,137.5,142.5,72.5
5215,Nephi Solorzano,M,Multi-ply,27.0,124.4,305.0,260.0,182.5
5216,Martins Kruze,M,Raw,28.5,162.38,380.0,340.0,227.5
5217,Susan Elwyn,F,Raw,69.5,45.84,77.5,110.5,35.0
5218,Jacob Fossler,M,Raw,16.5,65.9,155.0,170.0,95.0
5219,Edward DiBari,M,Wraps,48.0,96.6,262.5,275.0,187.5
5220,Nick Cambero,M,Single-ply,18.0,74.39,117.5,140.0,80.0
5221,Brian Reed,M,Multi-ply,34.0,115.85,410.5,306.17,306.17
5222,Johanna Moter,F,Single-ply,15.5,62.6,92.5,115.0,47.5
5224,Yevheniia Tishakova,F,Single-ply,27.5,80.87,260.0,220.0,140.0
5225,Kimberly Walford,F,Raw,38.5,69.85,182.5,243.0,110.0
5226,Shane Housmans,M,Wraps,44.0,109.2,282.5,275.0,160.0
5227,Jered Hart,M,Raw,45.5,105.0,192.5,195.0,135.0
5228,Sergey Luchinskiy,M,Raw,30.0,59.2,180.0,190.0,110.0
5229,Hannah Walker,F,Wraps,14.0,59.24,77.11,95.25,38.56
5230,Steve Kylis,M,Wraps,61.0,87.86,215.0,237.5,140.0
5231,Mimi Ho,F,Raw,22.5,46.45,102.5,112.5,77.5
5232,Angeline Lenz,F,Raw,23.0,64.5,125.0,165.0,57.5
5233,Ronico Barin,M,Raw,23.0,85.7,220.0,277.5,145.0
5234,Samantha Kristian,F,Single-ply,16.5,78.15,145.0,135.0,67.5
5235,Edward McKinnis,M,Raw,24.0,126.1,260.0,320.0,192.5
5236,Nalua Kahupea,M,Single-ply,36.0,94.53,255.0,227.5,192.5
5237,Delilah Mullet,F,Wraps,16.0,51.4,95.0,107.5,37.5
5238,Shad Beck,M,Wraps,48.0,122.5,195.0,195.0,182.5
5239,Aaron Nance,M,Wraps,38.0,99.1,280.0,332.5,182.5
5240,Stephanie School,F,Raw,26.5,55.9,97.5,145.0,62.5
5241,Nathalie Moen Balhald,F,Raw,22.5,57.0,138.0,172.5,65.0
5242,Jari Niskanen,M,Raw,53.5,104.13,205.0,260.0,140.0
5243,Amanda Cayton,F,Raw,25.5,87.5,112.5,117.5,65.0
5244,Elton Hart,M,Multi-ply,36.0,122.92,337.5,275.0,250.0
5245,Hinewai Pouwhare-Anderson,F,Raw,22.0,86.74,155.0,207.5,95.0
5246,Cody Hyatt,M,Single-ply,26.0,123.74,335.0,300.0,240.0
5247,Brandon Holt,M,Wraps,23.0,102.87,235.87,249.48,204.12
5248,Maren Oborn,F,Raw,45.0,85.37,92.5,137.5,55.0
5249,Ndem Nkem,M,Raw,33.0,127.0,202.5,227.5,142.5
5250,Charles Zdrojowy,M,Raw,55.0,146.3,137.5,150.0,140.0
5251,Corey Schutter,M,Multi-ply,25.0,132.27,290.0,242.5,230.0
5252,David Long,M,Raw,21.0,86.75,227.5,277.5,137.5
5253,Brittney Wilinski,F,Raw,27.5,60.9,120.0,137.5,67.5
5254,Deanna Dawkins,F,Raw,17.5,78.26,125.0,160.0,62.5
5255,Lauren Wait,F,Raw,27.0,86.95,92.5,110.0,70.0
5256,Neil Deighton,M,Wraps,31.0,82.3,290.0,292.5,195.0
5257,Kelly Chance,F,Raw,29.0,68.9,125.0,150.0,82.5
5258,Ellen Stein,F,Single-ply,46.5,59.3,155.0,182.5,85.0
5259,Shawn Vogelgesang,M,Raw,38.0,73.1,30.0,77.5,70.0
5260,Sean Breslin,M,Wraps,21.0,88.09,199.58,215.46,124.74
5261,Tatiana Smolekho,F,Single-ply,18.5,51.76,150.0,145.0,120.0
5262,Jake Kretschmar,M,Raw,28.0,95.98,210.0,237.5,127.5
5263,Shay Ogden,F,Raw,41.0,73.8,130.0,157.5,75.0
5264,Meg Lemmo,F,Raw,27.0,55.5,82.5,105.0,42.5
5265,Liefia Ingalls,F,Raw,26.0,73.71,120.0,145.0,70.0
5266,Meana Franco,F,Wraps,25.0,59.8,162.5,167.5,105.0
5267,Routh Thach,F,Raw,29.5,51.3,127.5,152.5,77.5
5268,Gor Andreasyan,M,Wraps,20.0,94.65,200.0,210.0,165.0
5269,Routh Thach,F,Raw,29.5,51.6,145.0,155.0,80.0
5270,Terry Cox,M,Raw,51.0,140.25,60.0,90.0,198.0
5271,Carl Poundstone,M,Raw,24.0,98.2,215.0,262.5,165.0
5272,Ethan Robertson,M,Wraps,24.0,81.3,140.0,160.0,80.0
5273,Will Quillman,M,Wraps,21.0,88.27,225.0,277.5,147.5
5274,Jerry Tremblay,M,Raw,48.0,105.14,205.0,257.5,157.5
5275,Mike Pulito,M,Raw,31.0,87.0,207.5,207.5,150.0
5276,Liz Funtes,F,Raw,29.0,74.4,107.5,175.0,62.5
5277,Martina Kahn,F,Raw,55.0,72.4,65.0,115.0,45.0
5278,Danielle Armstrong,F,Raw,31.0,56.52,80.0,105.0,60.0
5279,Oleg Gevko,M,Wraps,23.0,97.8,285.0,320.0,207.5
5280,Pamela Hyde,F,Raw,27.5,56.2,92.5,120.0,55.0
5281,Chris Gladding,M,Raw,74.5,116.35,150.0,160.0,130.0
5282,Colleen Beery,F,Raw,21.5,97.6,172.5,175.0,82.5
5283,Kyle Duchsherer,M,Multi-ply,35.0,122.83,325.0,272.5,235.0
5284,Trev Mahoney,M,Wraps,46.0,135.99,287.5,257.5,202.5
5285,Rosio Rodriquez,F,Raw,28.0,79.5,175.0,165.0,80.0
5286,Aimee Mergaert,F,Single-ply,40.5,116.0,215.0,172.5,130.0
5287,Brittany Elayan,F,Raw,28.0,59.7,110.0,162.5,70.0
5288,Sophia Coombs,F,Raw,24.5,55.35,65.0,72.5,37.5
5289,Aziza Abduraimova,F,Raw,23.5,93.5,170.0,185.0,107.5
5291,Emilia Sobiech,F,Raw,28.5,62.53,137.5,150.0,72.5
5292,Blake Stahler,F,Wraps,27.0,80.25,125.0,145.0,65.0
5293,Mark Chieco,M,Wraps,39.0,107.14,327.5,287.5,247.5
5294,Stella Krupinski,F,Wraps,53.0,78.8,220.0,210.0,107.5
5295,Dyana DuCharme,F,Raw,30.0,66.2,182.5,212.5,97.5
5296,Andrew Leshin,M,Wraps,25.0,123.47,260.0,305.0,165.0
5297,Taiga Murakami,M,Raw,17.5,71.18,150.0,180.0,92.5
5298,Tyler Grob,M,Raw,18.5,77.6,177.5,205.0,97.5
5299,Shelly Yates,F,Wraps,39.0,88.72,142.88,149.69,65.77
5300,Ali Hamdan,M,Raw,16.5,92.6,245.0,270.0,165.0
5301,Eudson Lima,M,Single-ply,30.5,65.7,260.0,278.0,175.0
5302,Josh Karabetsos,M,Raw,31.0,88.25,160.0,187.5,120.0
5303,Romano Gaspardis,M,Raw,56.5,81.95,147.5,185.0,82.5
5304,Francesco Catalano,M,Wraps,23.0,82.2,240.0,270.0,175.0
5305,Christopher Lim,M,Raw,22.5,69.55,170.0,172.5,110.0
5306,Dave Dallmeyer,M,Raw,64.0,138.44,152.5,237.5,125.0
5307,Roman Yurkin,M,Wraps,27.0,72.3,125.0,140.0,90.0
5308,Denny Tran,M,Raw,20.5,81.3,192.5,245.0,127.5
5309,Robert Whittington,M,Raw,43.0,89.8,137.5,165.0,107.5
5310,Irene Rodriguez,F,Raw,21.0,68.8,102.5,107.5,52.5
