,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
2547,Carolyn Mitchell,F,Raw,26.0,116.3,130.0,165.0,57.5
2555,Raych Bell,F,Raw,30.0,61.8,80.0,87.5,45.0
2556,Denise Till,F,Raw,51.5,71.3,100.0,145.0,62.5
2558,Abi Graham,F,Raw,35.5,60.65,122.5,150.0,72.5
2560,Liane Blyn,F,Single-ply,35.5,76.8,230.0,222.5,147.5
2561,Jen Maduro,F,Single-ply,18.5,95.1,92.5,135.0,47.5
2572,Toni Bainbridge,F,Raw,25.5,56.4,90.0,105.0,42.5
2577,Chrissy Belo,F,Raw,41.0,52.8,87.5,110.0,57.5
2580,Melissa Heng,F,Raw,26.5,71.5,135.0,157.5,50.0
2585,Tracy Ruiz,F,Raw,46.0,116.94,137.5,147.5,100.0
2589,Heather Bell,F,Wraps,36.0,55.79,90.0,150.0,55.0
2593,Dakota Reich,F,Single-ply,16.5,55.64,120.0,140.0,65.0
2595,Cindy Goodrich,F,Single-ply,59.5,50.72,95.0,112.5,70.0
2596,Valeria Arce Gonzalez,F,Raw,23.0,66.0,102.5,150.0,57.5
2597,Christy Vong,F,Raw,29.0,66.5,115.0,145.0,45.0
2598,Lauren Hannon,F,Raw,36.0,59.3,122.5,140.0,72.5
2599,Karen Hesthammer,F,Single-ply,20.5,51.53,167.5,157.5,90.0
2602,Kathy Jones,F,Wraps,56.0,49.62,58.97,79.38,36.29
2603,Shari Davis,F,Raw,51.0,82.5,82.5,117.5,50.0
2610,Amanda Doll,F,Raw,34.5,120.8,160.0,160.0,92.5
2623,Heather Collins,F,Wraps,39.0,72.8,70.0,110.0,37.5
2626,Marina Belyak,F,Raw,49.0,55.7,52.5,75.0,42.5
2627,Ashley Barry,F,Raw,19.0,55.29,82.5,121.0,42.5
2633,Roselyn Tirrito,F,Wraps,24.0,74.84,150.0,185.0,82.5
2634,Aura Morris,F,Single-ply,33.0,87.82,192.5,165.0,120.0
2639,Erlina Pecante,F,Single-ply,44.5,82.58,215.0,205.0,122.5
2640,Andrea Gamble,F,Raw,28.5,79.24,90.0,147.5,35.0
2643,Genevieve Betro,F,Raw,28.0,66.86,127.5,135.0,67.5
2646,Cassandra Wright,F,Raw,19.0,81.0,107.5,165.0,77.5
2650,Amanda Kohatsu,F,Raw,31.0,67.1,157.5,180.0,90.0
2652,Tui Katene,F,Raw,42.5,70.12,130.0,155.0,85.0
2654,Andrea Vergara,F,Raw,29.5,57.85,92.5,90.0,40.0
2664,Bonnie Aerts,F,Single-ply,48.0,50.8,60.0,92.5,45.0
2665,Kyle Reel,F,Wraps,30.0,72.57,117.93,145.15,72.57
2675,Paola Holguin,F,Raw,32.0,65.5,112.5,137.5,57.5
2677,Rebecca Fittante,F,Raw,29.0,71.7,107.5,150.0,67.5
2679,Olivia Ferguson,F,Raw,20.0,72.8,107.5,122.5,57.5
2683,Rose Chao,F,Raw,33.5,80.2,92.5,105.0,52.5
2685,Aimee Anderson,F,Wraps,36.0,65.65,122.5,172.5,65.0
2687,Michelle Quizon,F,Raw,20.0,50.6,97.5,125.0,57.5
2691,Denise Nakamura,F,Raw,26.0,64.0,85.0,95.0,60.0
2692,Laura Styrlund,F,Single-ply,43.0,74.2,160.0,180.0,115.0
2694,Abi Graham,F,Raw,34.5,60.6,110.0,157.5,67.5
2695,Ashley Asuncion,F,Raw,21.5,68.6,132.5,150.0,85.0
2702,Anastasia Lanz,F,Raw,29.0,74.1,90.0,117.5,47.5
2703,Louise Murray,F,Single-ply,25.5,54.74,167.5,157.5,92.5
2706,Lindsay Morris,F,Raw,26.5,68.3,92.5,107.5,60.0
2707,Emily Medina,F,Raw,26.5,60.4,100.0,137.5,55.0
2709,Sasha Coleman,F,Wraps,31.0,96.2,162.5,152.5,95.0
2712,Gabrielle Felps,F,Raw,22.5,89.37,190.0,202.5,92.5
2715,Jennifer Freytag,F,Raw,36.5,105.5,135.0,150.0,62.5
2719,Tara Nightingale,F,Raw,40.0,107.6,92.5,162.5,57.5
2720,Meagan Duff,F,Raw,32.5,61.9,95.0,142.5,62.5
2723,Benedicte Lepanse,F,Single-ply,34.5,48.01,165.0,162.5,97.5
2732,Ann Lenz,F,Multi-ply,37.0,74.75,155.0,145.0,102.5
2734,Inna Orobets,F,Single-ply,38.5,105.04,257.5,200.0,177.5
2736,Lily Chan,F,Wraps,33.0,55.2,100.0,157.5,40.0
2738,Shannon Montgomery,F,Raw,28.5,61.5,137.5,135.0,70.0
2739,Michelle Ventaloro,F,Raw,26.0,59.8,140.0,157.5,75.0
2745,Pavla Kladivova,F,Raw,30.5,70.58,152.5,160.0,90.0
2748,Ekaterina Grineva,F,Raw,22.5,67.5,80.0,100.0,47.5
2750,Thea Danella,F,Raw,28.0,58.51,97.5,137.5,62.5
2759,Brigot Pugh,F,Raw,40.5,54.82,90.0,142.5,55.0
2765,Erin Ribic,F,Single-ply,32.5,46.31,115.0,120.0,65.0
2766,Bria Robinson,F,Raw,24.0,62.8,122.5,147.5,57.5
2768,Chiaki Takada,F,Raw,51.5,46.3,85.0,102.5,50.0
2769,Leah Obegi,F,Raw,34.0,54.7,95.0,127.5,55.0
2770,Yennhi Hoang,F,Raw,20.0,61.68,82.5,107.5,52.5
2771,Nanette Jarenwattananon,F,Raw,31.5,61.09,115.0,155.0,55.0
2772,Maria Abarca Elizondo,F,Single-ply,30.5,75.73,150.0,160.0,60.0
2773,Kieu Nguyen,F,Raw,23.0,51.9,85.0,142.5,45.0
2775,Sarah Perry,F,Raw,29.5,59.9,117.5,127.5,52.5
2777,Susan Salazar,F,Wraps,41.0,58.5,210.0,215.0,117.5
2779,Amy Bell,F,Raw,41.0,64.6,75.0,112.5,65.0
2780,Natasha Davie,F,Raw,40.0,140.1,125.0,167.5,105.0
2782,Maren Sedy,F,Raw,20.0,58.7,95.0,127.5,67.5
2783,Kamilla Kolvig,F,Raw,26.5,62.64,135.0,165.0,67.5
2784,Miranda Cohen,F,Wraps,20.0,59.87,120.2,149.69,54.43
2788,Sarah Gannon,F,Raw,33.0,67.2,152.5,165.0,82.5
2789,Mckenzie Burgess,F,Wraps,28.0,96.62,160.0,150.0,77.5
2791,Julie Barnes,F,Raw,57.0,64.75,37.5,72.5,35.0
2794,Alyssa Maniscalco,F,Raw,29.5,70.05,155.0,172.5,85.0
2795,Bridget Howe,F,Raw,41.5,65.4,62.5,90.0,50.0
2800,Kamila Wisniewska,F,Raw,23.0,62.2,137.5,182.5,70.0
2807,Katherine Packard,F,Raw,20.5,59.3,70.0,120.0,67.5
2812,Thalia Soto,F,Wraps,16.0,106.45,237.5,202.5,92.5
2817,Rosalie Watson,F,Raw,26.5,63.5,125.0,150.0,80.0
2820,Elizabeth Huang,F,Raw,27.0,58.1,87.5,117.5,45.0
2822,Caitlin Bounds,F,Raw,20.0,109.95,181.44,170.1,70.31
2826,Leigh Ann Freeman,F,Wraps,26.0,66.59,110.0,132.5,85.0
2829,Emily Canacakos,F,Raw,23.0,74.5,122.5,157.5,72.5
2830,Valerie Muller,F,Raw,41.0,79.9,115.0,165.0,72.5
2831,Karen Gordon,F,Single-ply,31.0,51.85,92.5,140.0,67.5
2841,Cindy Kyle,F,Raw,36.0,114.8,102.5,145.0,65.0
2842,Lianna Schwalenberg,F,Raw,21.5,52.8,125.0,125.0,77.5
2845,Melanie Johnson,F,Raw,20.0,60.0,107.5,122.5,72.5
2848,Justine Lichtenstern,F,Raw,47.5,62.5,107.5,142.5,55.0
2855,Karin Caesar,F,Raw,46.5,71.01,87.5,97.5,42.5
2857,Sally Munguia,F,Wraps,21.0,53.25,95.0,122.5,32.5
2861,Chelsie Satterfield,F,Raw,27.0,65.9,102.5,137.5,70.0
2868,Amy Fitschen,F,Raw,31.5,54.8,87.5,110.0,50.0
2871,Jessica Dumay,F,Wraps,27.0,81.1,140.0,167.5,70.0
2874,Jacqueline Feher,F,Raw,34.5,70.85,142.5,187.5,70.0
2877,Stephanie Bosley,F,Wraps,29.0,86.45,81.65,90.72,45.36
2889,Cameron Bass,F,Raw,25.0,76.0,120.0,165.0,67.5
2892,Meila Yamamura,F,Raw,15.0,72.9,97.5,115.0,65.0
2894,Meredith Pastucha,F,Raw,26.0,55.2,97.5,142.5,60.0
2895,Megan Lund,F,Raw,25.0,50.98,77.5,97.5,47.5
2898,Sophia Hussary,F,Wraps,39.0,82.1,157.5,205.0,103.0
2900,Danielle Eaglin,F,Single-ply,15.5,85.3,147.5,137.5,77.5
2903,Lara Wilson,F,Raw,47.0,69.7,115.0,135.0,52.5
2904,Jessica Durden,F,Raw,29.0,71.9,120.0,140.0,60.0
2910,Jenna Martin,F,Raw,27.5,70.15,92.5,127.5,55.0
2924,Meredith Evans,F,Raw,39.5,70.32,140.0,180.0,72.5
2928,Zoe Hafendorfer,F,Raw,15.5,115.3,97.5,115.0,47.5
2935,Stacie Goulding,F,Wraps,30.0,77.2,150.0,170.0,80.0
2941,Mabel Elsner,F,Wraps,17.0,62.3,80.0,90.0,42.5
2942,Kayla Forcier,F,Wraps,22.0,47.2,110.0,122.5,65.0
2946,Ashley Bush,F,Wraps,32.0,111.0,110.0,137.5,70.0
2949,Samantha Nava,F,Raw,25.5,55.0,100.0,152.5,52.5
2951,Kathy Gasparini,F,Wraps,39.5,73.39,90.72,106.59,58.97
2957,Hannah Tan,F,Raw,22.5,52.1,100.0,130.0,50.0
2958,Anne Gramling,F,Wraps,22.0,58.97,122.5,145.0,52.5
2959,Leslie Gurr,F,Wraps,49.0,59.0,117.5,152.5,70.0
2960,Kendra Footz,F,Raw,27.0,66.7,95.0,147.5,60.0
2962,Delina McLaughlin,F,Raw,67.5,68.3,80.0,110.0,50.0
2963,Lydia Pound,F,Raw,28.0,79.7,125.0,130.0,60.0
2966,Donna Bryant,F,Single-ply,49.5,72.1,165.0,165.0,90.0
2974,Einasleigh Doughty,F,Raw,25.5,83.8,167.5,180.0,85.0
2975,Kendal Buffington,F,Single-ply,22.0,67.13,102.5,110.0,62.5
2976,Alisa Edwards,F,Raw,30.5,54.85,105.0,137.5,65.0
2978,Kristina Kanemoto,F,Raw,20.0,54.88,65.0,107.5,47.5
2981,Shannon Lynch,F,Raw,24.5,62.0,112.5,140.0,65.0
2982,Muneyong Jun van Luen,F,Wraps,34.0,55.34,102.5,102.5,42.5
2984,Tara Davies,F,Raw,26.5,56.35,95.0,110.0,45.0
2987,Ali Gascoine,F,Raw,52.5,50.8,95.0,145.0,52.5
2991,Essence Cooke,F,Raw,26.0,86.8,187.5,200.0,80.0
2993,Chelsea Barbosa,F,Raw,21.0,69.63,90.0,105.0,50.0
3002,Salina Ciotti,F,Raw,34.0,66.13,117.5,137.5,70.0
3003,Helen Romero,F,Wraps,27.0,79.29,137.5,175.0,87.5
3006,Emily Self,F,Raw,34.0,79.29,142.5,142.5,60.0
3012,Antonia Balboni,F,Raw,19.5,67.4,87.5,105.0,42.5
3017,Christolyn Lamoreaux,F,Raw,22.5,79.3,120.0,145.0,50.0
3026,Madelyn Day,F,Raw,17.5,46.0,62.5,105.0,42.5
3034,Alyssa Nelson,F,Raw,20.0,74.57,95.0,147.5,60.0
3035,Macaul Franks,F,Raw,17.5,51.0,75.0,85.0,45.0
3046,Fiona Creed,F,Raw,47.5,106.8,82.5,145.0,50.0
3049,Brenda Frazier,F,Raw,43.5,67.8,110.0,172.5,72.5
3053,Carley Camarotti,F,Raw,20.5,51.4,110.0,112.5,57.5
3055,Torey Strand,F,Raw,27.0,95.07,110.0,137.5,70.0
3072,Emily Cooper,F,Raw,25.5,55.07,105.0,145.0,70.0
3077,Patty Hermosilla,F,Raw,59.0,51.89,42.5,100.0,35.0
3078,Julie Smith,F,Raw,47.0,64.8,85.0,110.0,50.0
3082,Mary Catherine Innace,F,Raw,21.5,64.8,102.5,130.0,82.5
3084,Samantha Ocanas,F,Raw,24.5,79.28,110.0,122.5,52.5
3086,Diana Martinez,F,Raw,20.5,61.2,87.5,97.5,55.0
3088,Jade Gordic,F,Raw,26.5,81.0,120.0,125.0,55.0
3090,Candi Williams,F,Wraps,39.0,80.97,158.76,156.49,70.31
3091,Christina Gutierrez,F,Raw,42.0,94.3,125.0,150.0,65.0
3095,Farah Christine Bartlett,F,Raw,19.0,74.9,140.0,162.5,72.5
3099,Vanessa Martin,F,Single-ply,40.5,51.75,170.0,165.0,97.5
3102,Marissa Parada,F,Raw,16.5,81.5,112.5,137.5,42.5
3103,Margie Huston,F,Raw,58.0,80.83,62.5,142.5,50.0
3105,Stephanie Bomstad,F,Raw,32.0,55.4,112.5,120.0,65.0
3106,Callie Glaves,F,Wraps,31.0,72.8,112.5,120.0,70.0
3107,Kelly Berard,F,Raw,48.0,73.4,110.0,170.0,82.5
3108,Misty Garlow,F,Raw,42.0,67.1,100.0,125.0,60.0
3112,Tiffany Biancardi,F,Wraps,21.0,58.5,127.5,117.5,65.0
3113,Tonya Hodges,F,Raw,44.0,70.5,105.0,142.5,67.5
3117,Jennifer Millican,F,Raw,33.5,55.56,167.5,187.5,95.0
3120,Joan Báez,F,Single-ply,24.5,83.69,200.0,160.0,117.5
3124,Logan Whitfill,F,Raw,20.0,59.65,117.5,137.5,55.0
3125,Elizabeth Cousineau,F,Wraps,19.0,59.45,92.5,117.5,42.5
3127,Kamila Wisniewska,F,Wraps,21.0,67.1,140.0,150.0,60.0
3133,Tarra Farnham,F,Wraps,31.0,110.04,110.0,132.5,55.0
3134,Gina Martino Trubits,F,Raw,50.5,89.1,35.0,55.0,55.0
3135,Sidney Afshari,F,Raw,23.5,56.9,92.5,120.0,37.5
3148,Ashley Scarbrough,F,Raw,32.0,74.3,82.5,117.5,47.5
3151,Tammy Remsberg,F,Raw,55.5,70.8,90.0,100.0,40.0
3152,Monica Tudor,F,Raw,29.5,68.25,115.0,150.0,62.5
3154,Brittany Krepak,F,Raw,26.0,75.0,132.5,140.0,65.0
3155,Erin Smelcer,F,Raw,16.5,55.0,62.5,77.5,32.5
3156,Ashlynn Arnold,F,Single-ply,15.5,50.8,87.5,105.0,37.5
3163,Denise Mears,F,Multi-ply,48.0,65.4,162.5,160.0,77.5
3167,Maddie Mills,F,Raw,17.0,47.17,37.5,80.0,37.5
3168,Meaghan Trovato,F,Raw,37.5,69.15,107.5,127.5,65.0
3169,Ashley Stafford,F,Raw,31.0,73.1,85.0,95.0,37.5
3174,Asha Zomer,F,Wraps,32.0,98.3,155.0,140.0,70.0
3178,April Shumaker,F,Single-ply,48.0,47.54,155.0,157.5,120.0
3184,Liszette Ortiz-Rosado,F,Single-ply,15.5,51.98,127.5,132.5,102.5
3186,Natalie Tavares,F,Raw,13.5,50.53,74.8,93.0,38.6
3193,Stephanie Hebert,F,Raw,20.5,46.08,65.8,74.8,38.6
3195,Haiyen Ackerman,F,Raw,25.0,54.3,97.5,125.0,55.0
3203,Karla Jager,F,Raw,28.0,74.6,122.5,150.0,67.5
3205,Hillary Waldron,F,Wraps,28.0,96.3,182.5,180.0,92.5
3206,Emily Herdt,F,Wraps,42.0,73.94,130.0,147.5,62.5
3214,Jessica Winnemuller,F,Raw,44.5,56.4,77.5,90.0,42.5
3224,Serena Moreno,F,Raw,30.0,58.8,112.5,140.0,65.0
3226,Makayla Jones,F,Single-ply,14.5,53.3,60.0,90.0,40.0
3227,Lorrainne Dizon,F,Raw,18.0,60.6,105.0,132.5,40.0
3229,Rebekah Lair,F,Raw,33.0,81.2,120.0,142.5,70.0
3231,Felicia Wallin,F,Raw,31.5,92.1,80.0,117.5,42.5
3234,Diana Godinez,F,Raw,23.0,58.5,107.5,137.5,60.0
3236,Caroline Unigarro,F,Raw,20.0,54.4,65.0,90.0,30.0
3249,Lara Wilson,F,Raw,48.0,75.5,114.0,137.5,55.0
3252,Dominique Trimino,F,Raw,33.0,74.8,110.0,132.5,62.5
3253,Jacqueline Thompson,F,Raw,26.5,72.6,132.5,157.5,72.5
3255,Kori Wooten,F,Single-ply,21.5,59.8,115.0,117.5,67.5
3256,Misty Garlow,F,Raw,41.0,59.2,97.5,135.0,55.0
3259,Ashley Vigil,F,Wraps,29.0,74.1,142.5,167.5,82.5
3261,Dena Wells,F,Raw,43.0,60.74,82.5,102.5,47.5
3264,Joanne Jones,F,Raw,48.5,64.4,102.5,110.0,47.5
3270,Cindy Martinez,F,Raw,37.0,74.48,137.5,167.5,77.5
3271,Deia Patrick,F,Raw,37.0,119.6,87.5,107.5,55.0
3273,Cyndi Frieling,F,Raw,40.0,74.8,120.0,180.0,82.5
3275,Noelia Corona-Terry,F,Raw,34.0,65.0,175.0,185.0,120.0
3276,Brittany Chavez,F,Raw,21.5,62.4,147.5,162.5,72.5
3277,Tiana Kawaihoa-Marquez,F,Raw,22.0,65.41,97.5,117.5,57.5
3278,Victoria Liang,F,Raw,22.5,61.94,147.5,165.0,97.5
3279,Karla Rendon,F,Raw,32.5,93.5,170.0,175.0,95.0
3282,Jenna Osterman,F,Raw,25.0,56.3,107.5,142.5,67.5
3287,Maegan Aherne,F,Single-ply,37.5,70.92,122.5,155.0,57.5
3288,Brittainy Chown,F,Raw,26.0,74.95,172.5,195.0,70.0
3291,Melissa Hexter,F,Raw,22.5,53.2,120.0,130.0,85.0
3294,Emily Holyoake,F,Raw,24.0,78.6,72.5,110.0,47.5
3296,Jillian Hawkins,F,Raw,27.0,71.3,107.5,130.0,67.5
3304,Natalie Carroll,F,Raw,22.5,55.6,112.5,130.0,57.5
3305,Emilia Kobina,F,Single-ply,31.5,69.7,145.0,177.5,65.0
3306,Audrey Mingot,F,Raw,22.5,51.74,102.5,130.0,80.0
3309,Amber Mathews,F,Raw,27.0,83.6,155.0,182.5,82.5
3315,Shannon Kehoe,F,Wraps,23.0,55.2,117.5,150.0,80.0
3325,Rocky Luedeker,F,Raw,60.0,41.2,42.5,70.0,35.0
3330,Natalie Kate Salm,F,Raw,24.5,56.4,140.0,150.0,93.0
3335,Gwendolyn Michael,F,Raw,27.0,64.5,132.5,142.5,60.0
3337,Sarah Gourley,F,Single-ply,20.5,82.3,165.0,142.5,85.0
3339,Grace Kashetska,F,Raw,18.0,54.0,72.5,97.5,45.0
3340,Cynthia Pinedo,F,Raw,41.0,91.9,120.0,150.0,75.0
3342,Caroline Sune,F,Raw,31.5,56.65,150.0,167.5,77.5
3344,Nina Rains,F,Raw,34.0,62.14,90.0,122.5,65.0
3352,May Rodgers,F,Raw,50.0,67.31,77.5,107.5,42.5
3354,Christine Foce,F,Raw,27.5,60.6,125.0,155.0,70.0
3355,Ivy Finkenstadt,F,Raw,32.0,74.66,107.5,135.0,50.0
3356,Brittnie Mason,F,Wraps,26.0,77.7,110.0,115.0,47.5
3358,Erica Lombardo,F,Raw,27.0,58.7,117.5,140.0,65.0
3365,Herika Hernandez,F,Raw,35.0,107.15,132.5,162.5,65.0
3366,Tisha Timan,F,Raw,35.0,55.97,77.5,102.5,50.0
3367,Tara Spencer,F,Wraps,34.0,55.9,110.0,132.5,52.5
3370,Jai-Jai Goldstein,F,Raw,59.0,88.8,85.0,125.0,55.0
3371,Alice Hu,F,Raw,23.0,50.5,107.5,115.0,45.0
3372,Monica Agana,F,Raw,26.5,50.8,105.0,147.5,57.5
3375,Leanna Matthews,F,Raw,27.5,71.43,162.5,162.5,67.5
3383,Julie Sprau,F,Raw,52.0,58.51,57.5,110.0,52.5
3386,Sarah Rogers,F,Raw,25.5,75.2,100.0,122.5,52.5
3387,Keara Brown,F,Raw,27.0,68.1,155.0,160.0,65.0
3388,Betty Latumahina,F,Raw,25.5,62.35,100.0,130.0,50.0
3393,Brianna Temby,F,Raw,16.5,66.43,70.0,110.0,42.5
3408,Aradia Yali,F,Raw,22.5,68.05,120.0,135.0,65.0
3412,Anni Knapinski,F,Single-ply,18.5,75.43,158.8,154.2,65.8
3417,Kirsty Menzies,F,Raw,31.5,81.55,97.5,110.0,62.5
3419,Carrie Brookins,F,Raw,37.0,74.1,112.5,132.5,57.5
3422,Magdalena Bialek,F,Single-ply,18.5,82.8,190.0,192.5,100.0
3426,Rochelle Longstreth,F,Wraps,15.0,77.4,90.0,97.5,45.0
3428,Deanna Cornacchia,F,Wraps,29.0,59.3,142.5,152.5,87.5
3432,Vanessa Martin,F,Single-ply,38.5,51.8,172.5,160.0,100.0
3433,Caitie Canacakos,F,Raw,27.0,73.5,105.0,147.5,82.5
3435,Jessica Stalter,F,Raw,35.0,62.1,92.5,120.0,52.5
3436,Celia Cox,F,Raw,29.0,108.7,102.5,125.0,70.0
3438,Sara Gardner,F,Single-ply,17.5,86.0,75.0,102.5,35.0
3440,Stefanie Cohen,F,Raw,24.0,55.34,168.0,200.0,82.5
3445,Alisa Samountry,F,Raw,19.5,66.85,125.0,175.0,65.0
3448,Dixie Salerno,F,Wraps,25.0,66.5,102.5,122.5,82.5
3450,Kelsey Johnson,F,Single-ply,17.5,59.2,155.0,157.5,75.0
3453,Mallory Herman,F,Raw,18.5,62.0,117.5,145.0,70.0
3456,Teresa Codina,F,Raw,24.5,54.0,112.5,122.5,62.5
3458,Mariya Chepil,F,Single-ply,39.5,59.98,177.5,170.0,120.0
3459,Jessica Rahimi,F,Wraps,31.0,59.6,82.5,97.5,30.0
3462,Jessica Fresh,F,Wraps,23.0,55.79,120.0,145.0,70.0
3464,Jaymie Fitch,F,Raw,20.0,67.1,107.5,127.5,57.5
3465,Kris Martinson,F,Raw,47.0,89.1,107.5,107.5,57.5
3470,Virpi Kehanen,F,Single-ply,28.5,55.64,200.0,192.5,85.0
3471,Olivia Shafer,F,Single-ply,17.5,76.48,154.2,149.7,65.8
3478,Dawn Molina,F,Raw,37.5,51.93,102.5,137.5,60.0
3479,Krista Bergeron,F,Raw,37.0,54.43,102.5,137.5,57.5
3480,Ann Cassell,F,Raw,28.5,69.7,122.5,172.5,75.0
3487,Hilde Haugen Mikkelsen,F,Single-ply,24.5,56.54,185.0,145.0,107.5
3489,Tram To,F,Raw,29.0,64.25,132.5,142.5,60.0
3492,Mallory Miska,F,Wraps,18.0,54.6,85.0,127.5,52.5
3493,Tanye Lacombe,F,Raw,55.0,100.8,100.0,142.5,62.5
3494,Kirsten Evans,F,Raw,24.0,50.3,85.0,105.0,55.0
3496,Serena Law,F,Raw,29.0,77.5,110.0,100.0,45.0
3497,Abigail Ruths,F,Raw,22.5,69.3,75.0,110.0,32.5
3499,Gail Franklin,F,Raw,51.5,103.15,70.0,135.0,72.5
3500,Ruthie Luna,F,Raw,24.0,61.4,90.0,115.0,55.0
3507,Dana McFarlane,F,Raw,51.0,54.2,85.0,137.5,60.0
3509,Molly Sellins,F,Wraps,23.0,66.32,92.99,149.69,56.7
3521,Molly Zunker,F,Raw,22.5,45.55,102.5,137.5,57.5
3529,Jasmen Perry,F,Single-ply,18.5,81.5,140.0,170.0,77.5
3533,Jamie Ritter,F,Raw,67.0,86.73,47.5,70.0,37.5
3537,Courtney Potter,F,Raw,33.5,62.54,87.5,110.0,50.0
3538,MaKayla Lopes,F,Raw,23.5,113.0,122.5,147.5,60.0
3540,Caitlyn Raikes,F,Raw,28.5,71.6,97.5,117.5,52.5
3542,Jessica Remigio,F,Raw,33.0,78.47,130.0,157.5,82.5
3547,Amanda Kelly,F,Raw,37.0,90.0,115.0,150.0,65.0
3550,Kira Hardy,F,Raw,18.5,89.5,150.0,170.0,72.5
3552,Mariha Elwell,F,Raw,29.5,55.38,95.0,117.5,55.0
3553,Anna Finch,F,Raw,23.5,71.8,122.5,145.0,57.5
3554,Dallas Cavegn,F,Single-ply,15.5,72.94,161.0,138.4,70.3
3560,Kelly Lovan,F,Raw,37.0,60.0,117.5,160.0,95.0
3562,Kaylynn Cano,F,Raw,18.0,63.2,127.5,152.5,92.5
3566,Ally Serbick,F,Raw,17.0,60.3,87.5,115.0,45.0
3567,Tory Heisner,F,Raw,16.5,67.6,97.5,130.0,52.5
3573,Erica Mercado,F,Raw,22.0,51.6,102.5,120.0,47.5
3576,Ilka Schwengl,F,Single-ply,42.5,47.3,130.0,130.0,90.0
3577,Marisel Sosa,F,Raw,23.5,61.8,110.0,135.0,55.0
3584,Leanne Gordon,F,Raw,44.5,93.0,125.0,160.0,62.5
3586,Julie Schneidecker,F,Wraps,27.0,109.54,135.0,160.0,67.5
3589,Erica Bueno,F,Single-ply,27.5,58.94,180.0,167.5,130.0
3594,Devon Kortz,F,Wraps,37.0,76.75,115.0,125.0,62.5
3601,Coni Hibbing,F,Wraps,20.0,56.0,115.0,125.0,50.0
3615,Jane-Marie Sandberg,F,Single-ply,56.0,64.75,55.0,95.0,35.0
3617,Tyra Humphries,F,Raw,40.0,118.8,95.0,110.0,57.5
3619,Jay'Lynn Cummings,F,Raw,14.0,49.8,60.0,82.5,40.0
3620,Audria Butler,F,Raw,38.5,61.73,137.5,150.0,92.5
3622,Daniela Schudel,F,Raw,21.5,71.5,112.5,130.0,57.5
3624,Paola Johnson,F,Wraps,27.0,50.8,107.5,117.5,55.0
3630,Sheryllynne Kunitake,F,Raw,36.0,70.3,92.5,105.0,40.0
3638,Lillian Mayo,F,Raw,19.0,66.6,145.0,152.5,75.0
3639,Miriam Beltran,F,Raw,38.0,47.0,92.5,110.0,62.5
3640,Nisa Salazar,F,Wraps,14.0,47.08,30.0,50.0,25.0
3641,Melinda Fischl,F,Raw,43.0,99.7,140.0,175.0,82.5
3643,Ann Hall,F,Raw,47.5,79.1,100.0,125.0,57.5
3648,Bec Richardson,F,Raw,31.5,79.95,125.0,150.0,50.0
3652,Casey Lorenzen,F,Raw,20.5,67.6,82.5,105.0,47.5
3659,Hannah Dolin,F,Wraps,14.0,58.88,62.5,80.0,37.5
3660,Krystal Baker,F,Raw,30.0,54.2,92.5,115.0,40.0
3662,Dawn Dominguez,F,Raw,45.0,69.7,127.5,152.5,72.5
3663,Kim Tran,F,Raw,24.0,43.82,100.0,127.5,60.0
3664,Mindy Underwood,F,Wraps,34.0,87.95,160.0,195.0,112.5
3677,Vicki O'Brien,F,Raw,52.5,61.8,112.5,168.0,80.0
3678,Giselle Costas,F,Single-ply,32.5,102.1,200.0,202.5,157.5
3682,Kelsey Wittman,F,Raw,24.0,99.8,125.0,170.0,82.5
3685,Vivian Hill,F,Raw,15.0,66.9,112.5,115.0,40.0
3688,Wei-Ling Chen,F,Single-ply,33.5,46.75,210.0,185.0,105.0
3699,Tara Kittrell,F,Wraps,44.0,65.09,68.04,113.4,52.16
3700,Andrea Beers,F,Wraps,38.0,74.0,120.0,140.0,85.0
3704,Alyssa Hitchcock,F,Single-ply,28.5,62.74,200.0,212.5,107.5
3706,Kathy Les,F,Wraps,29.0,73.26,137.5,142.5,70.0
3707,Alexandra Churkina,F,Raw,21.5,46.8,95.0,120.0,60.0
3709,Kimberlee Williams,F,Wraps,30.0,74.62,100.0,150.0,70.0
3711,Nicole Dunn,F,Raw,44.0,71.8,77.5,130.0,50.0
3712,Shayle Dudash Williams,F,Raw,41.0,64.0,107.5,122.5,62.5
3715,Kristína Huttová,F,Wraps,25.0,83.9,175.0,217.5,90.0
3717,Blanca Rios,F,Raw,41.0,59.01,90.0,122.5,45.0
3722,Linda Kristensen,F,Single-ply,39.5,71.78,220.0,180.0,150.0
3723,Ashley Fitzgerald,F,Single-ply,25.0,65.23,165.0,162.5,77.5
3724,Corey Burrage,F,Raw,23.0,65.5,100.0,115.0,45.0
3725,Elyssa Sheely,F,Single-ply,17.5,78.7,124.7,122.5,43.1
3726,Rachel Stein,F,Raw,35.0,78.0,130.0,167.5,52.5
3734,Birgit Elssner,F,Wraps,39.0,144.7,92.5,165.5,50.0
3736,Chrissy Belo,F,Raw,41.0,51.6,90.0,55.0,62.5
3737,Alison Drysdale,F,Raw,23.5,50.35,80.0,115.0,50.0
3743,Victoria Maldonado,F,Raw,25.5,95.6,157.5,160.0,60.0
