,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
9004,Jakob Gibbs,M,Single-ply,17.5,65.9,210.0,240.0,147.5
9006,Calab Bensch,M,Wraps,18.0,103.87,158.76,192.78,102.06
9007,Tommy Tran,M,Raw,22.5,62.8,125.0,125.0,102.5
9008,Dave Yates,M,Raw,35.5,113.25,252.5,305.0,180.0
9009,Jeffrey Bai,M,Raw,21.0,81.6,162.5,175.0,105.0
9010,Chris Yim,M,Raw,23.0,55.52,170.0,200.0,85.0
9012,Jorgen Hansen,M,Single-ply,28.5,118.87,405.0,327.5,272.5
9013,Alexander Ono,M,Raw,20.5,65.9,185.0,215.0,110.0
9015,Corey Jones,M,Raw,37.0,108.2,250.0,275.0,167.5
9016,Roy Glenn,M,Wraps,25.0,86.6,287.5,275.0,172.5
9019,Jt Kotowski,M,Wraps,24.0,92.03,192.78,219.99,142.88
9021,Billy Meredith,M,Single-ply,28.0,116.8,265.0,255.0,190.0
9022,Patrick Foster,M,Raw,49.5,80.39,170.0,175.0,107.5
9023,Carlos Ferreyra,M,Wraps,18.0,88.55,242.5,250.0,150.0
9026,Robert Sadler,M,Raw,52.5,130.64,245.0,240.0,150.0
9027,Richard Wilcox,M,Raw,49.5,119.05,272.5,295.0,180.0
9028,Levi Niswander,M,Multi-ply,32.0,131.81,447.5,352.5,287.5
9030,Jakob Herlitz,M,Raw,19.5,79.4,190.0,205.0,122.5
9031,John Stich,M,Wraps,23.0,93.8,210.0,250.0,137.5
9032,Chaise Juarez,M,Wraps,16.0,72.9,122.5,145.0,87.5
9033,Juan Garcia,M,Single-ply,17.0,67.5,111.13,151.95,97.52
9037,Peter Frank,M,Wraps,26.0,89.8,215.0,237.5,192.5
9038,Calen Farmer,M,Raw,27.5,90.6,180.0,145.0,127.5
9039,David Rocklage,M,Raw,27.5,104.2,265.0,287.5,137.5
9040,Jesse Lanuevo,M,Wraps,27.0,55.0,177.5,227.5,105.0
9043,Ismael Perez,M,Raw,28.5,96.4,182.5,232.5,142.5
9045,Peter Frank,M,Wraps,26.0,88.6,220.0,240.0,190.0
9048,David Clem,M,Wraps,45.0,113.9,297.5,272.5,162.5
9049,Cannon Greco Hiranaka,M,Raw,19.5,73.3,192.5,232.5,120.0
9050,Sam Mao,M,Raw,30.0,113.1,227.5,240.0,132.5
9051,Will Hayford,M,Multi-ply,42.0,86.4,275.0,287.5,167.5
9052,Louis Nguyen,M,Raw,26.0,85.7,172.5,220.0,112.5
9053,Paul Clarke,M,Raw,27.5,117.8,235.0,260.0,185.0
9054,Alex Hayes,M,Raw,24.5,82.65,235.0,277.5,137.5
9056,Steve Medrano,M,Single-ply,18.5,84.4,255.0,227.5,152.5
9057,Kevin Lobb,M,Raw,24.0,98.2,205.0,240.0,165.0
9058,Alex Young,M,Raw,22.0,121.4,167.5,212.5,120.0
9059,Michael Walker,M,Raw,27.5,90.6,272.5,300.0,157.5
9062,David Jaffe,M,Raw,26.0,73.5,132.5,182.5,92.5
9063,Paul Angert,M,Raw,23.5,103.0,205.0,212.5,130.0
9064,Carlos Daniel Llosa,M,Wraps,25.0,88.72,265.0,245.0,150.0
9065,Geraldo Molina,M,Single-ply,28.0,60.0,122.5,182.5,107.5
9066,Logan Ibele,M,Wraps,19.0,122.79,303.91,319.78,192.78
9067,Joe Debono,M,Wraps,40.0,89.6,215.0,290.0,132.5
9068,Martin Jackson,M,Raw,36.5,92.3,230.0,270.0,152.5
9069,Carlin White,M,Raw,24.0,88.9,205.0,250.0,137.5
9070,Gerald Omictin,M,Raw,24.0,122.25,280.0,282.5,192.5
9072,Keith Correa,M,Raw,20.0,67.25,197.5,280.0,147.5
9073,Josh Lentz,M,Wraps,29.0,96.7,335.0,295.0,242.5
9074,Craig MacMillan,M,Raw,25.5,79.8,217.5,262.5,122.5
9075,Chris Kent,M,Raw,37.5,103.8,185.0,195.0,130.0
9077,Chris Drexelius,M,Raw,36.0,78.6,122.5,140.0,65.0
9078,Sheng-Nan Yang,M,Single-ply,17.5,59.4,170.0,240.0,100.0
9083,John Marsh,M,Raw,24.0,107.5,212.5,230.0,157.5
9085,Jedry Ednacot,M,Raw,17.0,67.1,137.5,192.5,77.5
9088,Lachlan Carpenter,M,Raw,18.5,119.5,247.5,260.0,155.0
9089,Mykola Arseniuk,M,Single-ply,22.5,115.2,372.5,305.0,260.0
9090,Kenny Huynh,M,Raw,20.0,64.65,150.0,167.5,110.0
9091,Raymond D'Alessio,M,Raw,44.0,90.0,182.5,227.5,130.0
9092,Mousa Makky,M,Wraps,22.0,109.4,230.0,197.5,182.5
9094,Mark Leebrick,M,Raw,22.5,104.3,227.5,245.0,135.0
9095,Adam Green,M,Wraps,23.5,88.9,165.56,210.92,136.08
9097,Robert Croft,M,Raw,29.5,101.9,190.0,215.0,117.5
9100,Enrico Chacon,M,Raw,38.0,79.5,182.5,190.0,120.0
9101,Nathan Blackaby,M,Raw,30.5,73.1,195.0,245.0,115.0
9103,Alex DeSoto,M,Raw,17.0,97.07,205.0,227.5,115.0
9104,Eric Carson,M,Wraps,41.0,120.8,175.0,237.5,137.5
9105,Chris Clark,M,Wraps,34.0,109.13,147.5,182.5,115.0
9106,Mike Tronske,M,Single-ply,49.0,107.77,292.5,295.0,235.0
9107,Lawrence Melillo,M,Raw,23.5,92.7,242.5,260.0,172.5
9108,Ezrah Reed,M,Raw,28.0,84.73,215.0,300.0,160.0
9109,Christopher Caban,M,Wraps,21.5,67.13,142.88,208.65,92.99
9110,Justin Rife,M,Single-ply,16.5,56.0,102.5,147.5,60.0
9111,Craig Phillips,M,Raw,36.0,112.49,140.0,190.0,102.5
9113,Steve Kennett,M,Raw,41.5,82.2,170.0,220.0,120.0
9114,Alexander Agboola,M,Single-ply,40.5,115.88,280.0,285.0,165.0
9115,Travis Barke,M,Raw,23.0,74.9,145.0,187.5,142.5
9117,Chris Fahs,M,Raw,31.5,91.7,210.0,252.5,142.5
9118,Nathan Walton,M,Raw,41.0,74.8,247.5,300.0,170.0
9119,Jordan Alderfer,M,Raw,20.5,79.35,200.0,237.5,112.5
9120,Connor Keenan,M,Raw,18.5,78.8,182.5,180.0,112.5
9122,David Sichinava,M,Raw,26.0,103.5,220.0,270.0,170.0
9123,Tom Bishop,M,Raw,74.0,57.47,87.5,115.0,62.5
9124,Tyler Oldham,M,Wraps,27.0,96.62,299.37,297.1,151.95
9125,Jake Toledo,M,Raw,26.0,107.5,267.5,295.0,182.5
9126,Eric Dumas,M,Raw,51.5,92.0,255.0,265.0,145.0
9128,Denis Ryabchikov,M,Raw,15.5,56.09,140.0,170.0,80.0
9131,Matt Munson,M,Raw,44.0,88.8,152.5,192.5,100.0
9132,Daniel-Glenn Harvey,M,Raw,28.5,71.4,155.0,172.5,100.0
9133,Robert Bierschbach,M,Single-ply,46.0,135.5,300.0,262.5,210.0
9134,Juan Bollo,M,Raw,20.0,71.99,172.5,207.5,112.5
9135,John-Paul Gwilliams,M,Raw,23.0,86.4,210.0,240.0,142.5
9136,Luke Dreier,M,Wraps,30.0,114.4,245.0,285.0,165.0
9139,Jason Sou,M,Raw,19.0,79.8,202.5,207.5,115.0
9141,Philippe Courtois,M,Single-ply,52.0,71.8,182.5,210.0,132.5
9142,Seth Nieminski,M,Raw,26.0,113.5,242.5,230.0,137.5
9143,Bill Villacorta,M,Single-ply,20.5,64.8,152.5,192.5,107.5
9144,Rod Sutton,M,Single-ply,49.5,76.5,170.0,170.0,120.0
9146,Aaron Chamberlain,M,Wraps,19.0,85.7,175.0,200.0,120.0
9147,Keiran Chambers,M,Wraps,17.0,110.8,220.0,210.0,117.5
9148,Scott Pulman,M,Raw,26.0,98.3,210.0,272.5,155.0
9149,Jon Brown,M,Raw,25.5,106.1,227.5,242.5,147.5
9151,Gary Shahinyan,M,Raw,19.5,91.1,192.5,185.0,122.5
9152,Joe Oakley,M,Raw,24.0,105.2,215.0,207.5,150.0
9154,Simon Menard,M,Raw,23.0,101.7,212.5,292.5,175.0
9155,Levon Kocharyan,M,Raw,30.5,73.16,180.0,180.0,157.5
9156,Keegan Spangler,M,Raw,16.5,71.5,140.0,197.5,82.5
9157,Nick Chapman,M,Raw,22.0,88.5,192.5,250.0,147.5
9158,Matthew Longoria,M,Single-ply,16.5,57.72,187.5,182.5,135.0
9159,Ian Flores,M,Wraps,29.0,99.0,202.5,247.5,130.0
9161,Alexander Pardes,M,Raw,25.0,82.05,177.5,185.0,110.0
9162,Cantrell Jackson,M,Raw,20.5,73.1,187.5,220.0,107.5
9163,Kenneth Schoof,M,Raw,23.0,88.1,197.5,282.5,147.5
9166,Jose Hernandez,M,Raw,30.0,87.9,170.0,205.0,142.5
9167,Harley Lewis,M,Raw,21.0,89.48,165.0,180.0,122.5
9168,Ken Soryadvongsa,M,Raw,20.5,66.7,130.0,165.0,80.0
9169,Thomas McEcirney,M,Single-ply,24.0,101.9,200.0,240.0,160.0
9170,Jonathan Warrick,M,Wraps,30.0,107.86,265.0,275.0,175.0
9171,Anh Minh Ken Nguyen,M,Raw,27.5,72.5,220.0,260.0,145.0
9172,Stephen D'Alessandro,M,Raw,42.0,66.22,213.19,240.4,136.08
9174,Andrew Naranjo,M,Raw,27.0,107.6,210.0,210.0,115.0
9175,Alex Nida,M,Wraps,32.0,105.3,190.0,242.5,97.5
9176,Vishal Patel,M,Raw,26.0,109.95,202.5,210.0,112.5
9177,John Curtis,M,Wraps,75.0,103.0,155.0,182.5,87.5
9179,Ryan Toney,M,Raw,20.0,79.7,165.0,202.5,115.0
9182,Brian Pacheco,M,Single-ply,35.0,88.18,200.0,217.5,170.0
9183,Cordova Jesus Apodaca,M,Raw,19.5,76.0,130.0,182.5,97.5
9184,David Van,M,Raw,30.0,58.7,127.5,147.5,95.0
9186,Brian Porciuncula,M,Wraps,27.0,71.7,210.0,245.0,135.0
9187,Matt Byrd,M,Raw,20.0,97.4,175.0,192.5,130.0
9190,Joseph Lopez,M,Single-ply,21.5,143.8,290.0,247.5,215.0
9193,Lance Urlich,M,Single-ply,30.5,118.3,220.0,260.0,182.5
9195,Joseph Cornish,M,Raw,52.0,74.1,207.5,245.0,142.5
9196,Ricardo Costa,M,Single-ply,29.0,108.41,204.91,232.47,212.39
9199,Owen Britt,M,Wraps,20.0,89.2,235.0,260.0,135.0
9201,Christopher Richard,M,Wraps,24.0,82.5,167.83,210.92,102.06
9202,Edward McKinnis,M,Raw,25.0,134.58,330.0,347.5,230.0
9203,Stephen Pickens,M,Raw,54.0,73.32,180.0,190.0,130.0
9204,Mitchell Wert,M,Raw,34.5,103.5,187.5,182.5,115.0
9208,Robert Landauer,M,Raw,48.5,101.6,202.5,227.5,152.5
9209,Daniel Stewart,M,Wraps,22.5,99.1,300.0,285.0,198.5
9211,Jacky Ruan,M,Raw,17.5,82.5,152.5,187.5,67.5
9212,Irving Pena,M,Raw,27.5,116.5,167.5,205.0,90.0
9213,Joshua Gillis,M,Wraps,25.0,108.9,276.0,265.0,175.0
9216,Raphael Rodriguez,M,Raw,25.0,101.9,172.5,210.0,125.0
9217,Alex Stanley,M,Wraps,29.0,124.8,245.0,295.0,155.0
9218,Anthony Biasetti,M,Raw,39.0,80.04,205.0,240.0,127.5
9219,Glenn Hansen,M,Raw,37.5,112.3,180.0,255.0,115.0
9220,Kellen Boyce,M,Single-ply,39.0,127.46,304.93,259.91,179.96
9221,Alec Sime,M,Raw,26.5,118.1,232.5,250.0,152.5
9222,Paul Tabone,M,Single-ply,33.0,109.86,272.5,272.5,205.0
9223,Maron Cury,M,Wraps,62.0,81.8,182.5,227.5,102.5
9225,Marcelino Moran,M,Raw,30.0,109.72,250.0,227.5,202.5
9226,Tony Reinmuth,M,Raw,25.0,150.15,342.5,305.0,207.5
9229,Richard Acuna,M,Raw,29.0,108.4,227.5,257.5,142.5
9232,Samuel Ibrahim,M,Raw,19.5,82.95,135.0,172.5,102.5
9233,Brady Jones,M,Single-ply,23.0,122.47,282.5,302.5,187.5
9235,Bjarte Vik Larsen,M,Raw,21.5,119.3,277.5,300.0,205.0
9236,Kamil Gaska,M,Raw,23.5,65.3,142.5,155.0,97.5
9237,Allastair Boast,M,Raw,34.5,91.7,150.0,190.0,85.0
9238,Ray Tse,M,Raw,30.5,80.5,227.5,267.5,137.5
9239,Lucas De Lara Marci,M,Raw,28.0,65.9,150.0,217.5,110.0
9242,Fabricio Coletti Venturini,M,Raw,25.0,117.8,220.0,250.0,170.0
9244,Jonathan Marrero,M,Raw,21.5,81.97,235.0,235.0,142.5
9245,Jorge Alvarez,M,Raw,19.0,98.1,180.0,250.0,120.0
9247,Raymond Damasco,M,Raw,33.0,60.0,157.5,197.5,120.0
9250,Albert Alvarado,M,Raw,32.0,89.0,185.0,207.5,127.5
9251,Rodney Wrockage,M,Wraps,39.0,134.8,270.0,307.49,200.0
9252,Craig O'Connell,M,Raw,32.0,99.0,215.0,295.0,150.0
9253,Mikko Muttonen,M,Raw,27.5,91.33,257.5,285.0,175.0
9254,Nick Conn,M,Raw,24.0,89.81,207.5,260.0,130.0
9255,James Pavelski,M,Wraps,28.0,120.75,215.0,272.5,170.0
9256,Tony Rose,M,Raw,15.5,71.78,135.0,172.5,80.0
9257,Kevin Nguyen,M,Raw,20.0,64.6,133.0,170.0,87.5
9258,Adam Saldana,M,Raw,24.0,105.1,212.5,227.5,137.5
9260,Brandon Diamond,M,Raw,34.5,101.9,262.5,290.0,142.5
9261,Nathaniel Pascua,M,Raw,31.0,63.32,160.0,227.5,115.0
9263,James Pascual,M,Raw,19.0,64.2,152.5,195.0,85.0
9264,Adam Wasson,M,Wraps,22.0,107.7,232.5,267.5,170.0
9266,Lee Short,M,Wraps,36.0,98.97,287.5,290.0,167.5
9267,Bob Kinsey,M,Single-ply,71.0,88.36,142.5,137.5,90.0
9268,Nathaniel Pascua,M,Raw,31.0,66.85,160.0,212.5,120.0
9269,Manuel Guadian,M,Raw,22.5,114.5,227.5,245.0,155.0
9270,Francis Pike,M,Raw,19.5,90.5,180.0,230.0,100.0
9271,Jason Davis,M,Wraps,36.0,87.54,187.5,227.5,145.0
9273,Rick White,M,Single-ply,23.0,120.2,290.0,247.5,205.0
9274,Colton Aho,M,Raw,23.5,110.8,245.0,310.0,132.5
9275,Jonathan Scheider,M,Raw,25.0,89.8,192.5,207.5,145.0
9276,Miguel Aguilar,M,Wraps,33.0,82.15,207.5,247.5,162.5
9278,Sani Sanileva,M,Raw,42.5,112.0,250.0,242.5,155.0
9280,Chris Duarte,M,Raw,17.0,80.15,162.5,182.5,115.0
9282,Nicholas Griepentrog,M,Raw,38.5,158.26,249.5,244.9,152.0
9283,Jordan Kahalekai-Bermoy,M,Raw,25.0,97.2,227.5,237.5,115.0
9285,Anthony Lopez,M,Raw,38.0,73.84,200.0,222.5,137.5
9286,Bernard Sabadi,M,Raw,31.5,118.65,180.0,260.0,165.0
9287,Mason Bremke,M,Wraps,24.0,137.9,312.5,287.5,200.0
9288,Abraham Ayala,M,Single-ply,36.0,99.9,265.0,272.5,197.5
9289,Nabeel Daoud,M,Raw,17.0,89.0,167.5,197.5,120.0
9290,Viktor Samúelsson,M,Raw,23.5,118.95,290.0,312.5,205.0
9291,Matthew Sutton,M,Raw,19.0,72.6,100.0,115.0,62.5
9293,Paul Boss,M,Raw,16.5,72.9,112.5,142.5,92.5
9296,Michael Skelton,M,Raw,48.5,107.14,250.0,272.5,190.0
9297,Marino Jeffrey,M,Single-ply,30.5,88.8,285.0,227.5,165.0
9299,Aleksandr Kozlov,M,Wraps,23.0,89.2,290.0,270.0,157.5
9301,Horacio Nochetto,M,Raw,29.5,103.4,232.5,265.0,157.5
9302,Justin Kirk,M,Raw,25.0,109.35,230.0,250.0,160.0
9303,Rob Deutsche,M,Wraps,32.0,85.18,145.0,170.0,95.0
9304,Steven Ramirez,M,Single-ply,17.0,110.0,102.06,142.88,70.31
9306,Michael Stevens,M,Raw,33.0,99.7,155.0,167.5,140.0
9307,Ruslan Yakimov,M,Wraps,32.0,98.1,250.0,240.0,137.5
9308,McKay Hackford,M,Raw,26.0,103.8,195.0,227.5,130.0
9310,Billy Boughan,M,Raw,28.0,120.3,205.0,265.0,137.5
9313,Ilya Karmishin,M,Wraps,32.0,99.9,280.0,292.5,185.0
9314,Devin LaMere,M,Raw,18.0,58.42,100.0,137.5,95.0
9316,William Lawson,M,Wraps,29.0,74.89,190.0,207.5,115.0
9317,Nathanal Flint,M,Wraps,17.0,93.8,182.5,192.5,102.5
9320,Renato Capillas,M,Raw,24.5,72.4,175.0,217.5,92.5
9321,Jordan Nelson,M,Raw,22.0,81.4,190.0,202.5,127.5
9323,Javier Villanueva,M,Single-ply,24.5,81.7,205.0,255.0,115.0
9324,Austin Dressel,M,Single-ply,16.5,73.57,170.1,183.7,93.0
9325,Duke Catherine,M,Wraps,21.0,109.4,155.0,180.0,107.5
9326,William Garcia,M,Single-ply,20.0,55.0,125.0,165.0,147.5
9330,Lothar Vallot,M,Single-ply,60.0,89.63,127.5,155.0,105.0
9331,Francisco Patricio,M,Raw,20.0,65.15,157.5,225.0,117.5
9332,Adrian Kim,M,Raw,22.0,70.1,170.0,215.0,140.0
9333,Dave Baker,M,Wraps,64.0,98.88,192.5,202.5,82.5
9335,Brandon Alexis Sauceda,M,Raw,18.5,58.4,145.5,192.5,80.0
9336,Casey Saunders,M,Raw,23.0,109.0,240.0,277.5,157.5
9338,LS McClain,M,Raw,35.5,92.25,267.5,292.5,212.5
9340,Austin Maas,M,Raw,22.5,65.9,177.5,205.0,110.0
9341,Michael Martin,M,Wraps,54.0,111.95,240.0,272.5,152.5
9342,Joshua Watson,M,Raw,20.5,103.0,190.0,260.0,135.0
9343,Reace Howard,M,Raw,17.0,97.75,192.5,192.5,112.5
9344,Greg Moss,M,Raw,26.0,88.31,185.0,240.0,120.0
9345,Jose Flores,M,Raw,24.0,108.1,290.0,282.5,177.5
9347,Dan Oppenheim,M,Raw,69.5,73.03,132.5,185.0,97.5
9348,Zachary Moss,M,Raw,28.5,138.0,285.0,320.0,192.5
9350,Dean Choi,M,Raw,19.0,89.63,187.5,237.5,110.0
9351,Omed Baher,M,Raw,26.0,95.4,172.5,212.5,130.0
9352,Josh Black,M,Wraps,28.0,104.8,240.0,222.5,160.0
9354,Trevor Johns,M,Raw,16.5,59.1,132.5,177.5,87.5
9355,Ian Currie,M,Wraps,31.0,96.62,210.92,274.42,120.2
9356,Philip Middleton,M,Raw,40.0,102.58,225.0,260.0,155.0
9357,John Flagg,M,Raw,33.5,113.64,280.0,280.0,195.0
9358,Kishen Sharma,M,Raw,25.5,82.2,182.5,185.0,120.0
9359,Josh Brock,M,Wraps,27.0,68.1,185.0,222.5,117.5
9360,Jeremy Nguyen,M,Raw,25.0,73.8,167.5,200.0,112.5
9362,Andrew Martinez,M,Raw,30.0,115.8,227.5,260.0,160.0
9363,Jon Gade,M,Single-ply,50.0,137.1,227.5,185.0,192.5
9365,David Montoya,M,Raw,18.5,113.57,207.5,240.0,145.0
9366,Lauri Tamminen,M,Raw,22.5,82.54,227.5,245.0,152.5
9367,Zack Carr,M,Raw,17.0,108.32,272.5,272.5,157.5
9368,Kenneth Bond,M,Wraps,21.0,74.84,158.76,174.63,108.86
9369,James Strickland,M,Raw,34.0,130.6,102.5,142.5,242.5
9370,Dustin Noborikawa,M,Raw,19.0,88.6,215.0,265.0,127.5
9371,Khoi Trang,M,Raw,22.5,99.65,242.5,250.0,120.0
9373,Thomas Greene,M,Raw,31.0,109.15,215.0,245.0,137.5
9374,James Thompson,M,Wraps,74.0,72.0,75.0,107.5,65.0
9375,Hunter Hautz,M,Raw,21.0,82.5,182.5,215.0,112.5
9376,Mark Francescon,M,Raw,31.0,108.95,237.5,265.0,165.0
9377,Buster Litton,M,Wraps,22.0,88.9,240.0,262.5,182.5
9378,Reggie Loyola,M,Raw,35.0,81.9,197.5,255.0,150.0
9379,Boris Terry,M,Wraps,33.0,107.0,307.5,327.5,207.5
9380,Zach White,M,Wraps,28.0,89.1,207.5,255.0,157.5
9381,Shogo Kono,M,Single-ply,20.5,58.01,222.5,202.5,122.5
9382,Nicholas VanNostrand,M,Raw,18.0,76.4,122.5,157.5,92.5
9383,Nate Wittenburg,M,Wraps,37.0,125.0,275.0,275.0,187.5
9384,Brock Bolte,M,Raw,16.0,109.59,159.98,215.0,110.0
9385,Alan Peeters,M,Single-ply,21.5,103.4,345.0,295.0,217.5
9386,Jose Nieto,M,Raw,25.0,80.75,150.0,190.0,107.5
9388,Austin Dunlap,M,Single-ply,17.5,101.29,282.5,265.0,182.5
9389,Jeffrey Chavez,M,Raw,24.0,82.4,215.0,227.5,130.0
9390,Anthony Bland,M,Wraps,26.0,114.21,285.0,237.5,165.0
9391,Ruslan Noskov,M,Wraps,21.0,106.6,245.0,275.0,165.0
9394,Eli McDonald,M,Raw,16.5,72.6,177.5,192.5,102.5
9395,Saul Cervantes,M,Wraps,29.0,97.6,150.0,180.0,90.0
9396,Ryan Romey,M,Wraps,17.0,85.0,212.51,275.01,150.0
9399,Tyler Hopwood,M,Raw,17.5,70.8,137.5,172.5,110.0
9400,Nicholas Lewis,M,Raw,28.0,90.0,137.5,175.0,115.0
9401,Ben Hooten,M,Wraps,61.0,93.89,145.15,190.51,92.99
9402,Scott Bradshaw,M,Raw,43.5,69.48,140.0,200.0,107.5
9403,Troy Anderson,M,Raw,45.0,122.29,242.5,210.0,140.0
9404,Jeremy Ramirez,M,Single-ply,17.0,82.5,183.7,201.85,124.74
9405,Tarion Carlton,M,Raw,17.5,89.55,200.0,242.5,112.5
9407,Jordan McLaughlin,M,Raw,22.5,137.66,322.5,307.5,220.0
9408,John Lenz,M,Multi-ply,44.0,108.95,365.0,257.5,287.5
9409,Franklin Hartzheim,M,Single-ply,17.5,88.0,205.0,230.0,102.5
9410,Dale Thomas,M,Wraps,55.0,134.94,145.15,149.69,106.59
9412,Matt Kunkle,M,Wraps,29.0,81.5,200.0,230.0,142.5
9414,Aaron Le,M,Raw,20.5,65.7,162.5,167.5,112.5
9415,Thuan Truong,M,Wraps,22.0,74.9,220.0,250.0,135.0
9417,Shain Vice,M,Wraps,35.0,113.4,222.5,250.0,147.5
9418,Nathan Boudreau,M,Wraps,32.0,75.8,195.0,202.5,152.5
9419,Rafael Cui,M,Raw,26.0,82.3,172.5,192.5,125.0
9420,Troy Zuroske,M,Raw,24.0,98.9,220.0,295.0,142.5
9421,Matthew Spear,M,Single-ply,28.5,85.1,137.5,182.5,125.0
9422,Matthew Swartout,M,Raw,30.0,80.29,185.0,240.0,127.5
9423,Scott Johnson,M,Wraps,49.0,109.8,205.0,205.0,120.0
9424,Craig Lawrence,M,Wraps,47.0,132.3,272.5,275.0,165.5
9425,Taeho Kim,M,Raw,19.0,72.3,160.0,177.5,92.5
9426,Cameron Bright,M,Raw,21.0,108.2,172.5,207.5,137.5
9428,William Haase,M,Raw,19.5,82.1,200.0,207.5,140.0
9432,Lachlan Rickards,M,Raw,21.5,86.7,217.5,235.0,135.0
9433,Keith Schiessl,M,Single-ply,47.0,81.19,247.5,227.5,147.5
9434,Ben Hernandez,M,Raw,23.5,80.2,172.5,192.5,110.0
9436,Dana Walker,M,Multi-ply,39.0,80.5,342.5,277.5,287.5
9437,Fernando Gamez,M,Raw,18.0,66.3,122.5,160.0,92.5
9439,Josh Manley,M,Wraps,32.0,74.84,162.5,197.5,112.5
9441,Gary Bobrowitz,M,Wraps,63.5,66.9,50.0,160.0,115.0
9443,Rick Schwartz,M,Single-ply,45.0,101.24,240.0,260.0,215.0
9444,Artur Lyubokonskis,M,Wraps,32.0,99.9,280.0,290.0,180.0
9447,Bradley Carter,M,Raw,19.0,79.6,190.0,200.0,127.5
9448,Edan Davey,M,Wraps,44.0,152.5,345.0,370.0,190.0
9449,Jay Lowers,M,Raw,24.5,90.8,165.0,192.5,95.0
9450,Cameron McKenzie,M,Raw,22.5,119.95,325.0,363.0,200.0
9451,Anthony Hirst,M,Raw,16.5,59.5,135.0,130.0,75.0
9453,Zachariah Johnston,M,Raw,20.5,73.55,142.5,170.0,92.5
9454,David Dellanave,M,Raw,33.5,89.7,197.5,240.0,107.5
9456,Michael Doherty,M,Raw,25.5,79.1,182.5,215.0,132.5
9457,Afzol Ali,M,Raw,19.5,63.25,142.5,185.0,97.5
9458,Fredrik Vaage Hovland,M,Raw,22.5,82.96,212.5,240.0,140.0
9459,Gregoire Ho Bing Huang,M,Raw,34.0,99.6,260.0,320.0,170.0
9460,Makenize Norwood,M,Wraps,17.0,88.54,115.67,147.42,52.16
9461,Kevin Huang,M,Raw,23.5,72.7,155.0,152.5,75.0
9462,Grant Pexsa,M,Raw,41.5,84.6,172.5,192.5,112.5
9463,Peter Gatza,M,Raw,27.5,128.6,160.0,155.0,105.0
9465,Harry Walker,M,Raw,25.5,93.1,182.5,242.5,137.5
9469,Michael Vargas,M,Raw,20.0,67.1,197.5,237.5,125.0
9470,Ryan Schumacher,M,Raw,38.0,65.32,142.5,185.0,82.5
9473,Jake Warrington,M,Raw,29.0,98.6,285.0,335.0,185.0
9474,Joshua Mink,M,Raw,25.5,81.2,222.5,227.5,147.5
9475,Cameron Hansen,M,Raw,13.0,73.57,112.5,142.5,55.0
9476,Stephen Ballard,M,Wraps,28.0,138.8,345.0,320.0,185.0
9477,Steven Kuan,M,Raw,20.5,80.1,165.0,200.0,137.5
9478,Eric Deleplace,M,Raw,49.5,73.45,145.0,160.0,102.5
9479,Isaac Doss,M,Raw,19.0,109.1,252.5,232.5,147.5
9480,John Demery,M,Raw,24.0,85.87,195.0,240.0,137.5
9481,Chris Bennett,M,Raw,19.0,80.7,200.0,215.0,107.5
9482,Nathan Abely,M,Raw,23.0,71.8,180.0,242.5,132.5
9483,Michael Nguyen,M,Raw,21.5,65.5,170.0,227.5,135.0
9486,Luke Klein,M,Raw,21.0,156.0,287.5,302.5,187.5
9487,Derick Simpson,M,Wraps,27.0,95.0,230.0,257.5,147.5
9489,Craig Sexton,M,Raw,36.0,84.76,145.0,170.0,115.0
9490,Stephen Larkman,M,Raw,31.5,81.7,130.0,192.5,110.0
9491,Austin Toloza,M,Raw,28.0,97.43,182.5,202.5,125.0
9492,Nathaniel Ruiz,M,Wraps,24.0,95.6,232.5,237.5,150.0
9493,Victor Parets,M,Raw,46.0,88.6,205.0,255.0,130.0
9494,Kevin Long,M,Wraps,33.0,99.7,162.5,205.0,125.0
9495,Hubert Wagner,M,Single-ply,29.5,82.01,280.0,310.0,190.0
9497,Eric Olsen,M,Raw,18.5,139.62,137.5,165.0,95.0
9500,Mark Gall,M,Raw,19.5,71.6,147.5,205.0,102.5
9503,William Meredith,M,Raw,26.0,102.42,185.0,200.0,125.0
9504,Sune Bak,M,Raw,39.5,104.25,242.5,282.5,187.5
9505,Jared Robinson,M,Raw,36.0,94.76,192.5,245.0,162.5
9508,Mason Merilles,M,Raw,19.0,107.5,262.5,285.0,150.0
9509,Joel Wengren,M,Raw,20.0,105.9,122.5,195.0,70.0
9511,Scott Hill,M,Raw,37.5,93.0,270.0,275.0,175.0
9512,Jan Roblek,M,Wraps,22.0,109.7,295.0,300.0,187.5
9516,Robert Frame,M,Raw,21.0,79.05,162.5,202.5,105.0
9517,Kong Moua,M,Wraps,18.0,59.78,132.5,162.5,102.5
9518,Albert Calamars,M,Raw,30.0,89.2,150.0,205.0,102.5
9519,Jake Rusin,M,Raw,23.0,94.4,155.0,210.0,120.0
9520,Zach Streva,M,Raw,33.0,102.8,285.0,310.0,210.0
9522,Michael Womelsdorf,M,Single-ply,49.0,98.88,162.5,190.0,115.0
9523,Ilya Nefedov,M,Raw,44.0,97.7,220.0,250.0,145.0
9526,Mats Bergstedt,M,Single-ply,61.5,82.42,210.0,222.5,105.0
